year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,1231,1238,-7,1449,1446,3,DL,1131,N920DL,LGA,DTW,108,502,12,38,2013-01-01T17:00:00Z
2013,1,1,1231,1229,2,1523,1529,-6,UA,428,N402UA,EWR,FLL,156,1065,12,29,2013-01-01T17:00:00Z
2013,1,1,1237,1245,-8,1340,1350,-10,AA,1850,N3EGAA,JFK,BOS,40,187,12,45,2013-01-01T17:00:00Z
2013,1,1,1238,1240,-2,1410,1405,5,WN,564,N297WN,LGA,MKE,137,738,12,40,2013-01-01T17:00:00Z
2013,1,1,1240,1229,11,1451,1428,23,EV,4118,N14543,EWR,DTW,114,488,12,29,2013-01-01T17:00:00Z
2013,1,1,1240,1245,-5,1554,1600,-6,AA,2253,N3BUAA,LGA,MIA,156,1096,12,45,2013-01-01T17:00:00Z
2013,1,1,1240,1235,5,1415,1415,0,MQ,4404,N828MQ,JFK,RDU,79,427,12,35,2013-01-01T17:00:00Z
2013,1,1,1241,1247,-6,1342,1355,-13,EV,4129,N36915,EWR,DCA,45,199,12,47,2013-01-01T17:00:00Z
2013,1,1,1245,1245,0,1616,1615,1,DL,2174,N711ZX,JFK,SLC,298,1990,12,45,2013-01-01T17:00:00Z
2013,1,1,1245,1249,-4,1722,1800,-38,DL,315,N670DN,JFK,SJU,188,1598,12,49,2013-01-01T17:00:00Z
2013,1,1,1246,1225,21,1424,1348,36,B6,66,N228JB,JFK,BUF,70,301,12,25,2013-01-01T17:00:00Z
2013,1,1,1248,1250,-2,1607,1607,0,UA,1280,N26210,LGA,IAH,238,1416,12,50,2013-01-01T17:00:00Z
2013,1,1,1251,1252,-1,1611,1555,16,B6,85,N657JB,JFK,FLL,173,1069,12,52,2013-01-01T17:00:00Z
2013,1,1,1252,1245,7,1624,1550,34,AA,745,N3FTAA,LGA,DFW,243,1389,12,45,2013-01-01T17:00:00Z
2013,1,1,1253,1212,41,1524,1436,48,UA,754,N576UA,EWR,DEN,252,1605,12,12,2013-01-01T17:00:00Z
2013,1,1,1255,1255,0,1540,1535,5,WN,1251,N732SW,LGA,DEN,264,1620,12,55,2013-01-01T17:00:00Z
2013,1,1,1255,1200,55,1451,1330,81,MQ,4601,N518MQ,LGA,BNA,139,764,12,0,2013-01-01T17:00:00Z
2013,1,1,1255,1259,-4,1501,1502,-1,US,1459,N540UW,LGA,CLT,100,544,12,59,2013-01-01T17:00:00Z
2013,1,1,1257,1258,-1,1601,1610,-9,B6,209,N793JB,JFK,LGB,346,2465,12,58,2013-01-01T17:00:00Z
2013,1,1,1301,1240,21,1633,1540,53,AA,1853,N544AA,EWR,DFW,252,1372,12,40,2013-01-01T17:00:00Z
2013,1,1,1301,1255,6,1629,1603,26,UA,765,N825UA,EWR,DFW,243,1372,12,55,2013-01-01T17:00:00Z
2013,1,1,1302,1259,3,1402,1404,-2,B6,1006,N273JB,JFK,BOS,40,187,12,59,2013-01-01T17:00:00Z
2013,1,1,1304,1227,37,1518,1422,56,EV,4640,N19966,EWR,DAY,107,533,12,27,2013-01-01T17:00:00Z
2013,1,1,1304,1259,5,1430,1418,12,B6,32,N346JB,JFK,ROC,65,264,12,59,2013-01-01T17:00:00Z
2013,1,1,1306,1240,26,1622,1555,27,AA,2041,N5DMAA,JFK,MIA,163,1089,12,40,2013-01-01T17:00:00Z
2013,1,1,1337,1220,77,1649,1531,78,B6,673,N636JB,JFK,LAX,352,2475,12,20,2013-01-01T17:00:00Z
2013,1,1,1356,1259,57,1538,1438,60,UA,32,N17128,EWR,ORD,135,719,12,59,2013-01-01T17:00:00Z
2013,1,1,1400,1250,70,1645,1502,103,EV,4869,N748EV,LGA,MEM,178,963,12,50,2013-01-01T17:00:00Z
2013,1,2,1153,1200,-7,1313,1315,-2,MQ,4425,N853MQ,JFK,DCA,55,213,12,0,2013-01-02T17:00:00Z
2013,1,2,1156,1205,-9,1520,1520,0,AA,743,N548AA,LGA,DFW,243,1389,12,5,2013-01-02T17:00:00Z
2013,1,2,1156,1200,-4,1437,1448,-11,B6,523,N612JB,EWR,MCO,140,937,12,0,2013-01-02T17:00:00Z
2013,1,2,1156,1200,-4,1509,1529,-20,DL,863,N624AG,JFK,LAX,348,2475,12,0,2013-01-02T17:00:00Z
2013,1,2,1156,1200,-4,1427,1430,-3,MQ,4658,N531MQ,LGA,ATL,125,762,12,0,2013-01-02T17:00:00Z
2013,1,2,1156,1200,-4,1254,1320,-26,UA,1248,N76523,EWR,BOS,36,200,12,0,2013-01-02T17:00:00Z
2013,1,2,1158,1200,-2,1247,1306,-19,B6,1174,N216JB,EWR,BOS,35,200,12,0,2013-01-02T17:00:00Z
2013,1,2,1158,1200,-2,1441,1440,1,DL,1705,N323NB,LGA,MSY,196,1183,12,0,2013-01-02T17:00:00Z
2013,1,2,1159,1200,-1,1512,1519,-7,DL,1443,N908DL,LGA,FLL,161,1076,12,0,2013-01-02T17:00:00Z
2013,1,2,1159,1200,-1,1408,1356,12,US,1443,N764US,JFK,CLT,110,541,12,0,2013-01-02T17:00:00Z
2013,1,2,1200,1200,0,1513,1505,8,UA,1461,N27724,EWR,IAH,232,1400,12,0,2013-01-02T17:00:00Z
2013,1,2,1201,1200,1,1504,1545,-41,VX,25,N846VA,JFK,SFO,338,2586,12,0,2013-01-02T17:00:00Z
2013,1,2,1204,1200,4,1511,1510,1,AA,3,N319AA,JFK,LAX,341,2475,12,0,2013-01-02T17:00:00Z
2013,1,2,1205,1205,0,1349,1345,4,MQ,4431,N725MQ,LGA,RDU,86,431,12,5,2013-01-02T17:00:00Z
2013,1,2,1206,1209,-3,1311,1328,-17,EV,4216,N14168,EWR,BUF,49,282,12,9,2013-01-02T17:00:00Z
2013,1,2,1208,1205,3,1523,1437,46,EV,3850,N14998,EWR,ATL,134,746,12,5,2013-01-02T17:00:00Z
2013,1,2,1209,1212,-3,1451,1440,11,UA,1492,N14214,EWR,DEN,246,1605,12,12,2013-01-02T17:00:00Z
2013,1,2,1213,1220,-7,1421,1415,6,AA,1757,N578AA,LGA,STL,172,888,12,20,2013-01-02T17:00:00Z
2013,1,2,1216,1220,-4,1520,1531,-11,B6,673,N796JB,JFK,LAX,337,2475,12,20,2013-01-02T17:00:00Z
2013,1,2,1217,1220,-3,1334,1350,-16,MQ,3697,N510MQ,EWR,ORD,118,719,12,20,2013-01-02T17:00:00Z
2013,1,2,1220,1229,-9,1513,1526,-13,B6,27,N203JB,JFK,TPA,161,1005,12,29,2013-01-02T17:00:00Z
2013,1,2,1220,1218,2,1521,1529,-8,UA,391,N586UA,EWR,SFO,316,2565,12,18,2013-01-02T17:00:00Z
2013,1,2,1222,1207,15,1329,1314,15,EV,4347,N14972,EWR,BTV,48,266,12,7,2013-01-02T17:00:00Z
2013,1,2,1228,1229,-1,1430,1424,6,EV,4640,N13988,EWR,DAY,106,533,12,29,2013-01-02T17:00:00Z
2013,1,2,1229,1204,25,1505,1434,31,EV,4294,N17984,EWR,JAX,131,820,12,4,2013-01-02T17:00:00Z
2013,1,2,1230,1235,-5,1423,1438,-15,EV,5311,N752EV,EWR,DTW,90,488,12,35,2013-01-02T17:00:00Z
2013,1,2,1230,1235,-5,1408,1415,-7,MQ,4404,N837MQ,JFK,RDU,85,427,12,35,2013-01-02T17:00:00Z
2013,1,2,1234,1225,9,1354,1348,6,B6,66,N304JB,JFK,BUF,63,301,12,25,2013-01-02T17:00:00Z
2013,1,2,1235,1230,5,1614,1610,4,UA,1114,N37290,EWR,PHX,320,2133,12,30,2013-01-02T17:00:00Z
2013,1,2,1236,1238,-2,1446,1446,0,DL,1131,N927DA,LGA,DTW,101,502,12,38,2013-01-02T17:00:00Z
2013,1,2,1236,1240,-4,1403,1405,-2,WN,3223,N486WN,LGA,MKE,127,738,12,40,2013-01-02T17:00:00Z
2013,1,2,1236,1200,36,1417,1330,47,MQ,4601,N502MQ,LGA,BNA,139,764,12,0,2013-01-02T17:00:00Z
2013,1,2,1239,1200,39,1429,1342,47,EV,4147,N36915,EWR,CMH,95,463,12,0,2013-01-02T17:00:00Z
2013,1,2,1239,1220,19,1328,1320,8,WN,1672,N941WN,EWR,BWI,36,169,12,20,2013-01-02T17:00:00Z
2013,1,2,1240,1245,-5,1538,1600,-22,AA,2253,N3BHAA,LGA,MIA,158,1096,12,45,2013-01-02T17:00:00Z
2013,1,2,1240,1240,0,1556,1540,16,AA,1853,N4XRAA,EWR,DFW,233,1372,12,40,2013-01-02T17:00:00Z
2013,1,2,1240,1245,-5,1521,1616,-55,DL,2174,N3751B,JFK,SLC,264,1990,12,45,2013-01-02T17:00:00Z
2013,1,2,1243,1229,14,1453,1428,25,EV,4118,N14542,EWR,DTW,108,488,12,29,2013-01-02T17:00:00Z
2013,1,2,1245,1249,-4,1718,1800,-42,DL,315,N679DA,JFK,SJU,188,1598,12,49,2013-01-02T17:00:00Z
2013,1,2,1249,1245,4,1555,1550,5,AA,745,N3FBAA,LGA,DFW,226,1389,12,45,2013-01-02T17:00:00Z
2013,1,2,1249,1258,-9,1535,1610,-35,B6,209,N658JB,JFK,LGB,333,2465,12,58,2013-01-02T17:00:00Z
2013,1,2,1250,1245,5,1349,1350,-1,AA,1850,N3AUAA,JFK,BOS,36,187,12,45,2013-01-02T17:00:00Z
2013,1,2,1251,1250,1,1552,1603,-11,UA,633,N514UA,LGA,IAH,225,1416,12,50,2013-01-02T17:00:00Z
2013,1,2,1255,1259,-4,1501,1502,-1,US,1459,N185UW,LGA,CLT,104,544,12,59,2013-01-02T17:00:00Z
2013,1,2,1256,1252,4,1600,1555,5,B6,85,N806JB,JFK,FLL,166,1069,12,52,2013-01-02T17:00:00Z
2013,1,2,1256,1225,31,1409,1345,24,WN,408,N936WN,EWR,MDW,114,711,12,25,2013-01-02T17:00:00Z
2013,1,2,1257,1257,0,1613,1607,6,UA,1434,N24706,EWR,DFW,231,1372,12,57,2013-01-02T17:00:00Z
2013,1,2,1258,1255,3,1537,1535,2,WN,1251,N291WN,LGA,DEN,258,1620,12,55,2013-01-02T17:00:00Z
2013,1,2,1258,1259,-1,1437,1438,-1,UA,1200,N14118,EWR,ORD,136,719,12,59,2013-01-02T17:00:00Z
2013,1,2,1301,1259,2,1358,1404,-6,B6,1006,N306JB,JFK,BOS,40,187,12,59,2013-01-02T17:00:00Z
2013,1,2,1331,1201,90,1441,1318,83,EV,4511,N13975,EWR,ROC,48,246,12,1,2013-01-02T17:00:00Z
2013,1,2,1333,1259,34,1503,1418,45,B6,32,N339JB,JFK,ROC,62,264,12,59,2013-01-02T17:00:00Z
2013,1,2,1340,1229,71,1603,1427,96,EV,4135,N31131,EWR,CLT,105,529,12,29,2013-01-02T17:00:00Z
2013,1,2,1341,1200,101,1627,1440,107,DL,1947,N973DL,LGA,ATL,126,762,12,0,2013-01-02T17:00:00Z
2013,1,2,1345,1240,65,1642,1555,47,AA,2041,N5CYAA,JFK,MIA,159,1089,12,40,2013-01-02T17:00:00Z
2013,1,2,1451,1232,139,1749,1533,136,UA,1121,N33284,EWR,FLL,158,1065,12,32,2013-01-02T17:00:00Z
2013,1,3,1152,1200,-8,1446,1510,-24,AA,3,N328AA,JFK,LAX,325,2475,12,0,2013-01-03T17:00:00Z
2013,1,3,1152,1200,-8,1248,1306,-18,B6,1174,N351JB,EWR,BOS,36,200,12,0,2013-01-03T17:00:00Z
2013,1,3,1153,1200,-7,1442,1545,-63,VX,25,N847VA,JFK,SFO,333,2586,12,0,2013-01-03T17:00:00Z
2013,1,3,1153,1200,-7,1317,1315,2,MQ,4425,N818MQ,JFK,DCA,63,213,12,0,2013-01-03T17:00:00Z
2013,1,3,1153,1200,-7,1441,1430,11,MQ,4658,N517MQ,LGA,ATL,133,762,12,0,2013-01-03T17:00:00Z
2013,1,3,1156,1200,-4,1505,1448,17,B6,523,N520JB,EWR,MCO,157,937,12,0,2013-01-03T17:00:00Z
2013,1,3,1156,1200,-4,1328,1330,-2,MQ,4601,N504MQ,LGA,BNA,131,764,12,0,2013-01-03T17:00:00Z
2013,1,3,1200,1205,-5,1355,1345,10,MQ,4431,N737MQ,LGA,RDU,87,431,12,5,2013-01-03T17:00:00Z
2013,1,3,1202,1200,2,1400,1356,4,US,1443,N710UW,JFK,CLT,96,541,12,0,2013-01-03T17:00:00Z
2013,1,3,1205,1205,0,1527,1520,7,AA,743,N3CGAA,LGA,DFW,230,1389,12,5,2013-01-03T17:00:00Z
2013,1,3,1211,1215,-4,1319,1328,-9,EV,4087,N25134,EWR,PWM,48,284,12,15,2013-01-03T17:00:00Z
2013,1,3,1213,1220,-7,1439,1531,-52,B6,673,N766JB,JFK,LAX,308,2475,12,20,2013-01-03T17:00:00Z
2013,1,3,1213,1220,-7,1347,1350,-3,MQ,3697,N520MQ,EWR,ORD,124,719,12,20,2013-01-03T17:00:00Z
2013,1,3,1217,1200,17,1451,1438,13,DL,1947,N692DL,LGA,ATL,126,762,12,0,2013-01-03T17:00:00Z
2013,1,3,1219,1217,2,1534,1556,-22,UA,1227,N36272,EWR,PHX,293,2133,12,17,2013-01-03T17:00:00Z
2013,1,3,1220,1220,0,1353,1340,13,WN,133,N716SW,EWR,MDW,115,711,12,20,2013-01-03T17:00:00Z
2013,1,3,1225,1225,0,1351,1348,3,B6,66,N206JB,JFK,BUF,68,301,12,25,2013-01-03T17:00:00Z
2013,1,3,1227,1230,-3,1421,1427,-6,EV,4135,N12126,EWR,CLT,97,529,12,30,2013-01-03T17:00:00Z
2013,1,3,1228,1235,-7,1503,1606,-63,DL,2174,N389DA,JFK,SLC,260,1990,12,35,2013-01-03T17:00:00Z
2013,1,3,1230,1235,-5,1416,1415,1,MQ,4404,N810MQ,JFK,RDU,88,427,12,35,2013-01-03T17:00:00Z
2013,1,3,1233,1200,33,1534,1529,5,DL,863,N727TW,JFK,LAX,324,2475,12,0,2013-01-03T17:00:00Z
2013,1,3,1233,1225,8,1327,1325,2,WN,831,N619SW,EWR,BWI,35,169,12,25,2013-01-03T17:00:00Z
2013,1,3,1235,1240,-5,1550,1555,-5,AA,2041,N630AA,JFK,MIA,164,1089,12,40,2013-01-03T17:00:00Z
2013,1,3,1239,1240,-1,1604,1540,24,AA,1853,N4WAAA,EWR,DFW,239,1372,12,40,2013-01-03T17:00:00Z
2013,1,3,1239,1240,-1,1347,1405,-18,WN,564,N276WN,LGA,MKE,114,738,12,40,2013-01-03T17:00:00Z
2013,1,3,1240,1245,-5,1343,1350,-7,AA,1850,N3GEAA,JFK,BOS,35,187,12,45,2013-01-03T17:00:00Z
2013,1,3,1241,1244,-3,1437,1450,-13,DL,1131,N983DL,LGA,DTW,90,502,12,44,2013-01-03T17:00:00Z
2013,1,3,1242,1250,-8,1550,1550,0,DL,1685,N397DA,LGA,MCO,153,950,12,50,2013-01-03T17:00:00Z
2013,1,3,1245,1245,0,1600,1600,0,AA,2253,N3HVAA,LGA,MIA,163,1096,12,45,2013-01-03T17:00:00Z
2013,1,3,1249,1251,-2,1554,1602,-8,UA,428,N433UA,LGA,IAH,221,1416,12,51,2013-01-03T17:00:00Z
2013,1,3,1250,1250,0,1504,1449,15,EV,4893,N754EV,EWR,DTW,91,488,12,50,2013-01-03T17:00:00Z
2013,1,3,1253,1257,-4,1553,1607,-14,UA,1219,N16703,EWR,DFW,225,1372,12,57,2013-01-03T17:00:00Z
2013,1,3,1254,1259,-5,1413,1420,-7,EV,4158,N29917,EWR,RIC,58,277,12,59,2013-01-03T17:00:00Z
2013,1,3,1254,1259,-5,1347,1404,-17,B6,1006,N294JB,JFK,BOS,35,187,12,59,2013-01-03T17:00:00Z
2013,1,3,1255,1255,0,1602,1549,13,B6,991,N807JB,JFK,PBI,162,1028,12,55,2013-01-03T17:00:00Z
2013,1,3,1256,1216,40,1502,1401,61,EV,4450,N15555,EWR,CMH,102,463,12,16,2013-01-03T17:00:00Z
2013,1,3,1257,1259,-2,1430,1418,12,B6,32,N192JB,JFK,ROC,62,264,12,59,2013-01-03T17:00:00Z
2013,1,3,1257,1255,2,1513,1535,-22,WN,1251,N270WN,LGA,DEN,229,1620,12,55,2013-01-03T17:00:00Z
2013,1,3,1258,1253,5,1601,1555,6,UA,1673,N35260,EWR,MCO,162,937,12,53,2013-01-03T17:00:00Z
2013,1,3,1306,1259,7,1502,1502,0,US,1459,N539UW,LGA,CLT,93,544,12,59,2013-01-03T17:00:00Z
2013,1,3,1307,1237,30,1615,1537,38,UA,1186,N38268,EWR,MIA,170,1085,12,37,2013-01-03T17:00:00Z
2013,1,3,1309,1229,40,1633,1526,67,B6,27,N198JB,JFK,TPA,177,1005,12,29,2013-01-03T17:00:00Z
2013,1,3,1311,1230,41,1511,1427,44,EV,4640,N13550,EWR,DAY,101,533,12,30,2013-01-03T17:00:00Z
2013,1,3,1313,1258,15,1539,1610,-31,B6,209,N595JB,JFK,LGB,311,2465,12,58,2013-01-03T17:00:00Z
2013,1,3,1314,1230,44,1556,1459,57,EV,3826,N15910,EWR,ATL,131,746,12,30,2013-01-03T17:00:00Z
2013,1,3,1333,1245,48,1650,1550,60,AA,745,N3FVAA,LGA,DFW,235,1389,12,45,2013-01-03T17:00:00Z
2013,1,3,1503,1221,162,1803,1555,128,UA,551,N835UA,EWR,SFO,320,2565,12,21,2013-01-03T17:00:00Z
2013,1,3,NA,1220,NA,NA,1415,NA,AA,1757,N573AA,LGA,STL,NA,888,12,20,2013-01-03T17:00:00Z
2013,1,4,1146,1200,-14,1249,1306,-17,B6,1174,N317JB,EWR,BOS,43,200,12,0,2013-01-04T17:00:00Z
2013,1,4,1149,1200,-11,1302,1315,-13,MQ,4425,N835MQ,JFK,DCA,50,213,12,0,2013-01-04T17:00:00Z
2013,1,4,1154,1200,-6,1436,1448,-12,B6,523,N520JB,EWR,MCO,142,937,12,0,2013-01-04T17:00:00Z
2013,1,4,1154,1200,-6,1451,1529,-38,DL,863,N706TW,JFK,LAX,331,2475,12,0,2013-01-04T17:00:00Z
2013,1,4,1155,1200,-5,1346,1356,-10,US,1443,N738US,JFK,CLT,91,541,12,0,2013-01-04T17:00:00Z
2013,1,4,1156,1200,-4,1446,1459,-13,UA,1461,N24702,EWR,IAH,211,1400,12,0,2013-01-04T17:00:00Z
2013,1,4,1157,1200,-3,1447,1510,-23,AA,3,N322AA,JFK,LAX,327,2475,12,0,2013-01-04T17:00:00Z
2013,1,4,1157,1200,-3,1431,1438,-7,DL,1947,N651DL,LGA,ATL,121,762,12,0,2013-01-04T17:00:00Z
2013,1,4,1201,1205,-4,1523,1520,3,AA,743,N584AA,LGA,DFW,206,1389,12,5,2013-01-04T17:00:00Z
2013,1,4,1201,1205,-4,1332,1345,-13,MQ,4431,N723MQ,LGA,RDU,71,431,12,5,2013-01-04T17:00:00Z
2013,1,4,1205,1200,5,1500,1545,-45,VX,25,N836VA,JFK,SFO,335,2586,12,0,2013-01-04T17:00:00Z
2013,1,4,1206,1216,-10,1435,1445,-10,EV,3826,N11184,EWR,ATL,122,746,12,16,2013-01-04T17:00:00Z
2013,1,4,1215,1220,-5,1334,1350,-16,MQ,3697,N510MQ,EWR,ORD,112,719,12,20,2013-01-04T17:00:00Z
2013,1,4,1217,1220,-3,1405,1415,-10,AA,1757,N566AA,LGA,STL,143,888,12,20,2013-01-04T17:00:00Z
2013,1,4,1219,1221,-2,1454,1555,-61,UA,551,N830UA,EWR,SFO,313,2565,12,21,2013-01-04T17:00:00Z
2013,1,4,1220,1220,0,1457,1531,-34,B6,673,N807JB,JFK,LAX,312,2475,12,20,2013-01-04T17:00:00Z
2013,1,4,1220,1217,3,1528,1556,-28,UA,1227,N37267,EWR,PHX,289,2133,12,17,2013-01-04T17:00:00Z
2013,1,4,1224,1230,-6,1332,1343,-11,EV,4087,N14993,EWR,PWM,48,284,12,30,2013-01-04T17:00:00Z
2013,1,4,1224,1229,-5,1533,1526,7,B6,27,N198JB,JFK,TPA,161,1005,12,29,2013-01-04T17:00:00Z
2013,1,4,1231,1236,-5,1353,1407,-14,EV,4113,N16561,EWR,PIT,56,319,12,36,2013-01-04T17:00:00Z
2013,1,4,1231,1235,-4,1524,1606,-42,DL,2174,N387DA,JFK,SLC,269,1990,12,35,2013-01-04T17:00:00Z
2013,1,4,1232,1220,12,1337,1340,-3,WN,133,N272WN,EWR,MDW,110,711,12,20,2013-01-04T17:00:00Z
2013,1,4,1235,1235,0,1526,1535,-9,UA,1186,N36247,EWR,MIA,156,1085,12,35,2013-01-04T17:00:00Z
2013,1,4,1237,1225,12,1325,1325,0,WN,831,N710SW,EWR,BWI,33,169,12,25,2013-01-04T17:00:00Z
2013,1,4,1238,1245,-7,1338,1350,-12,AA,1850,N3HKAA,JFK,BOS,40,187,12,45,2013-01-04T17:00:00Z
2013,1,4,1238,1240,-2,1351,1405,-14,WN,564,N254WN,LGA,MKE,116,738,12,40,2013-01-04T17:00:00Z
2013,1,4,1240,1200,40,1333,1306,27,EV,4193,N14972,EWR,PHL,30,80,12,0,2013-01-04T17:00:00Z
2013,1,4,1243,1245,-2,1546,1600,-14,AA,2253,N3FUAA,LGA,MIA,157,1096,12,45,2013-01-04T17:00:00Z
2013,1,4,1243,1250,-7,1542,1550,-8,DL,1685,N319US,LGA,MCO,143,950,12,50,2013-01-04T17:00:00Z
2013,1,4,1243,1240,3,1443,1445,-2,DL,1131,N334NB,LGA,DTW,83,502,12,40,2013-01-04T17:00:00Z
2013,1,4,1243,1200,43,1407,1330,37,MQ,4601,N9EAMQ,LGA,BNA,117,764,12,0,2013-01-04T17:00:00Z
2013,1,4,1248,1251,-3,1544,1602,-18,UA,317,N485UA,LGA,IAH,215,1416,12,51,2013-01-04T17:00:00Z
2013,1,4,1249,1235,14,1434,1415,19,MQ,4404,N713MQ,JFK,RDU,80,427,12,35,2013-01-04T17:00:00Z
2013,1,4,1253,1255,-2,1545,1549,-4,B6,991,N648JB,JFK,PBI,150,1028,12,55,2013-01-04T17:00:00Z
2013,1,4,1253,1255,-2,1511,1535,-24,WN,1251,N482WN,LGA,DEN,224,1620,12,55,2013-01-04T17:00:00Z
2013,1,4,1254,1253,1,1528,1555,-27,UA,1641,N38268,EWR,MCO,139,937,12,53,2013-01-04T17:00:00Z
2013,1,4,1255,1259,-4,1410,1436,-26,UA,1699,N41140,EWR,ORD,117,719,12,59,2013-01-04T17:00:00Z
2013,1,4,1257,1259,-2,1357,1404,-7,B6,1006,N353JB,JFK,BOS,39,187,12,59,2013-01-04T17:00:00Z
2013,1,4,1257,1259,-2,1356,1408,-12,UA,343,N825UA,EWR,BOS,43,200,12,59,2013-01-04T17:00:00Z
2013,1,4,1257,1259,-2,1556,1609,-13,UA,1612,N17730,EWR,DFW,224,1372,12,59,2013-01-04T17:00:00Z
2013,1,4,1259,1259,0,1448,1502,-14,US,1459,N180US,LGA,CLT,89,544,12,59,2013-01-04T17:00:00Z
2013,1,4,1300,1200,60,1535,1430,65,MQ,4658,N8EGMQ,LGA,ATL,119,762,12,0,2013-01-04T17:00:00Z
2013,1,4,1301,1258,3,1531,1610,-39,B6,209,N603JB,JFK,LGB,311,2465,12,58,2013-01-04T17:00:00Z
2013,1,4,1302,1230,32,1442,1427,15,EV,4640,N13965,EWR,DAY,85,533,12,30,2013-01-04T17:00:00Z
2013,1,4,1303,1250,13,1450,1449,1,9E,3694,N187PQ,EWR,DTW,85,488,12,50,2013-01-04T17:00:00Z
2013,1,4,1318,1259,19,1442,1418,24,B6,32,N203JB,JFK,ROC,61,264,12,59,2013-01-04T17:00:00Z
2013,1,4,1323,1225,58,1453,1348,65,B6,66,N179JB,JFK,BUF,67,301,12,25,2013-01-04T17:00:00Z
2013,1,4,1343,1218,85,1536,1415,81,EV,4641,N21144,EWR,CLT,90,529,12,18,2013-01-04T17:00:00Z
2013,1,4,1352,1240,72,1701,1555,66,AA,2041,N617AA,JFK,MIA,161,1089,12,40,2013-01-04T17:00:00Z
